id,participant_id,task,item,item_id,item_type,version,version_id,condition,trial_index,trial_id,block_id,key_press,response,correct_response,is_correct,reaction_time
3383,33,PV,69,69,critical,,,au,212,1_24,1,1,True,True,True,3188.0
3384,33,WM,69,69,critical,1,,vi,214,1_24,1,c,Same,Same,True,711.0
3385,33,PV,48,48,critical,,,au,219,1_25,1,1,True,True,True,1693.0
3386,33,WM,48,48,critical,3,,vi,223,1_25,1,c,Same,Same,True,728.0
3387,33,PV,37,37,critical,,,au,224,1_26,1,1,True,True,True,2796.0
3388,33,PV,136,136,filler,,,au,227,1_27,1,3,False,False,True,1921.0
3389,33,WM,136,136,filler,1,,vi,229,1_27,1,b,Different,Different,True,1555.0
3390,33,PV,93,93,filler,,,au,230,1_28,1,1,True,False,False,2636.0
3391,33,PV,31,31,critical,,,vi,233,1_29,1,1,True,True,True,2496.0
3392,33,WM,31,31,critical,1,,vi,235,1_29,1,c,Same,Same,True,525.0
3393,33,PV,52,52,critical,,,au,238,1_30,1,1,True,True,True,1198.0
3394,33,WM,52,52,critical,1,,au,240,1_30,1,c,Same,Same,True,704.0
3395,33,PV,19,19,critical,,,vi,241,1_31,1,1,True,True,True,1786.0
3396,33,PV,83,83,filler,,,vi,244,1_32,1,3,False,False,True,1900.0
3397,33,WM,83,83,filler,1,,vi,246,1_32,1,b,Different,Different,True,785.0
3398,33,PV,131,131,filler,,,au,247,1_33,1,3,False,False,True,3121.0
3399,33,PV,176,176,filler,,,F,250,1_34,1,1,True,True,True,2125.0
3400,33,WM,176,176,filler,3,,au,252,1_34,1,c,Same,Different,False,835.0
3401,33,PV,33,33,critical,,,vi,255,1_35,1,1,True,True,True,1129.0
3402,33,WM,33,33,critical,1,,vi,257,1_35,1,c,Same,Same,True,646.0
3403,33,PV,57,57,critical,,,au,258,1_36,1,1,True,True,True,1253.0
3404,33,PV,3,3,critical,,,vi,259,1_37,1,3,False,True,False,3171.0
3405,33,PV,88,88,filler,,,vi,264,1_38,1,1,True,False,False,1875.0
3406,33,WM,88,88,filler,3,,vi,268,1_38,1,c,Same,Different,False,971.0
3407,33,PV,149,149,filler,,,F,271,1_39,1,3,False,False,True,2523.0
3408,33,WM,149,149,filler,1,,vi,273,1_39,1,c,Same,Same,True,669.0
3409,33,PV,75,75,filler,,,vi,274,1_40,1,3,False,False,True,2267.0
3410,33,PV,61,61,critical,,,au,277,1_41,1,1,True,True,True,1520.0
3411,33,WM,61,61,critical,3,,au,279,1_41,1,c,Same,Same,True,676.0
3412,33,PV,90,90,filler,,,vi,284,1_42,1,3,False,False,True,2177.0
3413,33,WM,90,90,filler,3,,vi,288,1_42,1,b,Different,Different,True,691.0
3414,33,PV,16,16,critical,,,vi,291,1_43,1,1,True,True,True,1763.0
3415,33,WM,16,16,critical,1,,au,293,1_43,1,c,Same,Same,True,860.0
3416,33,PV,50,50,critical,,,au,296,1_44,1,1,True,True,True,1572.0
3417,33,WM,50,50,critical,1,,au,298,1_44,1,c,Same,Same,True,1534.0
3418,33,PV,177,177,filler,,,F,299,1_45,1,1,True,True,True,2140.0
3419,33,PV,129,129,filler,,,au,300,1_46,1,3,False,False,True,1499.0
3420,33,PV,117,117,filler,,,vi,303,1_47,1,3,False,False,True,2724.0
3421,33,WM,117,117,filler,1,,au,305,1_47,1,b,Different,Different,True,732.0
3422,33,PV,7,7,critical,,,vi,310,1_48,1,1,True,True,True,1173.0
3423,33,WM,7,7,critical,3,,vi,314,1_48,1,b,Different,Same,False,1250.0
3424,33,PV,65,65,critical,,,au,317,1_49,1,3,False,True,False,1561.0
3425,33,WM,65,65,critical,3,,au,319,1_49,1,c,Same,Same,True,585.0
3426,33,PV,23,23,critical,,,vi,320,1_50,1,1,True,True,True,4030.0
3427,33,PV,158,158,filler,,,F,321,1_51,1,3,False,False,True,1569.0
3428,33,PV,8,8,critical,,,vi,326,1_52,1,1,True,True,True,2615.0
3429,33,WM,8,8,critical,3,,vi,330,1_52,1,c,Same,Same,True,1060.0
3430,33,PV,153,153,filler,,,F,335,1_53,1,3,False,False,True,1990.0
3431,33,WM,153,153,filler,3,,vi,339,1_53,1,b,Different,Same,False,805.0
3432,33,PV,99,99,filler,,,au,342,1_54,1,3,False,False,True,2456.0
3433,33,WM,99,99,filler,1,,au,344,1_54,1,b,Different,Different,True,3210.0
3434,33,PV,81,81,filler,,,vi,347,1_55,1,1,True,False,False,4861.0
3435,33,WM,81,81,filler,1,,vi,349,1_55,1,b,Different,Different,True,1439.0
3436,33,PV,76,76,filler,,,vi,350,1_56,1,3,False,False,True,3501.0
3437,33,PV,124,124,filler,,,vi,353,1_57,1,3,False,False,True,3024.0
3438,33,WM,124,124,filler,3,,au,355,1_57,1,b,Different,Different,True,744.0
3439,33,PV,148,148,filler,,,F,356,1_58,1,3,False,False,True,1734.0
3440,33,PV,107,107,filler,,,au,359,1_59,1,3,False,False,True,1677.0
3441,33,WM,107,107,filler,3,,au,361,1_59,1,b,Different,Different,True,541.0
3442,33,PV,70,70,critical,,,au,366,2_0,2,3,False,True,False,2247.0
3443,33,WM,70,70,critical,1,,vi,368,2_0,2,c,Same,Same,True,606.0
3444,33,PV,182,182,filler,,,F,371,2_1,2,1,True,True,True,6228.0
3445,33,WM,182,182,filler,1,,vi,373,2_1,2,b,Different,Different,True,1001.0
3446,33,PV,163,163,filler,,,F,376,2_2,2,3,False,False,True,1542.0
3447,33,WM,163,163,filler,3,,au,378,2_2,2,c,Same,Same,True,681.0
3448,33,PV,1,1,critical,,,vi,379,2_3,2,1,True,True,True,1959.0
3449,33,PV,41,41,critical,,,au,380,2_4,2,1,True,True,True,1367.0
3450,33,PV,104,104,filler,,,au,383,2_5,2,3,False,False,True,1913.0
3451,33,WM,104,104,filler,3,,au,385,2_5,2,b,Different,Different,True,630.0
3452,33,PV,115,115,filler,,,vi,388,2_6,2,3,False,False,True,2130.0
3453,33,WM,115,115,filler,1,,au,390,2_6,2,b,Different,Different,True,2063.0
3454,33,PV,147,147,filler,,,F,391,2_7,2,3,False,False,True,2173.0
3455,33,PV,151,151,filler,,,F,394,2_8,2,3,False,False,True,4155.0
3456,33,WM,151,151,filler,1,,vi,396,2_8,2,c,Same,Same,True,1455.0
3457,33,PV,98,98,filler,,,au,399,2_9,2,1,True,False,False,2781.0
3458,33,WM,98,98,filler,1,,au,401,2_9,2,b,Different,Different,True,674.0
3459,33,PV,167,167,filler,,,F,404,2_10,2,1,True,True,True,1651.0
3460,33,WM,167,167,filler,1,,au,406,2_10,2,b,Different,Different,True,474.0
3461,33,PV,24,24,critical,,,vi,407,2_11,2,1,True,True,True,1915.0
3462,33,PV,79,79,filler,,,vi,410,2_12,2,1,True,False,False,2456.0
3463,33,WM,79,79,filler,1,,vi,412,2_12,2,b,Different,Different,True,366.0
3464,33,PV,137,137,filler,,,au,415,2_13,2,3,False,False,True,2369.0
3465,33,WM,137,137,filler,1,,vi,417,2_13,2,b,Different,Different,True,236.0
3466,33,PV,87,87,filler,,,vi,422,2_14,2,3,False,False,True,1336.0
3467,33,WM,87,87,filler,3,,vi,426,2_14,2,b,Different,Different,True,494.0
3468,33,PV,96,96,filler,,,au,427,2_15,2,1,True,False,False,2609.0
3469,33,PV,121,121,filler,,,vi,430,2_16,2,3,False,False,True,1703.0
3470,33,WM,121,121,filler,3,,au,432,2_16,2,b,Different,Different,True,500.0
3471,33,PV,35,35,critical,,,vi,435,2_17,2,1,True,True,True,2502.0
3472,33,WM,35,35,critical,1,,vi,437,2_17,2,c,Same,Same,True,1013.0
3473,33,PV,82,82,filler,,,vi,440,2_18,2,3,False,False,True,2436.0
3474,33,WM,82,82,filler,1,,vi,442,2_18,2,b,Different,Different,True,221.0
3475,33,PV,144,144,filler,,,au,447,2_19,2,3,False,False,True,2985.0
3476,33,WM,144,144,filler,3,,vi,451,2_19,2,b,Different,Different,True,710.0
3477,33,PV,10,10,critical,,,vi,456,2_20,2,1,True,True,True,1824.0
3478,33,WM,10,10,critical,3,,vi,460,2_20,2,c,Same,Same,True,1698.0
3479,33,PV,12,12,critical,,,vi,465,2_21,2,1,True,True,True,1789.0
3480,33,WM,12,12,critical,3,,vi,469,2_21,2,c,Same,Same,True,596.0
3481,33,PV,106,106,filler,,,au,472,2_22,2,3,False,False,True,1758.0
3482,33,WM,106,106,filler,3,,au,474,2_22,2,b,Different,Different,True,843.0
3483,33,PV,102,102,filler,,,au,477,2_23,2,3,False,False,True,1642.0
3484,33,WM,102,102,filler,1,,au,479,2_23,2,b,Different,Different,True,833.0
3485,33,PV,55,55,critical,,,au,480,2_24,2,1,True,True,True,2249.0
3486,33,PV,95,95,filler,,,au,481,2_25,2,3,False,False,True,2716.0
3487,33,PV,173,173,filler,,,F,484,2_26,2,1,True,True,True,1862.0
3488,33,WM,173,173,filler,1,,au,486,2_26,2,b,Different,Different,True,622.0
3489,33,PV,97,97,filler,,,au,489,2_27,2,3,False,False,True,2058.0
3490,33,WM,97,97,filler,1,,au,491,2_27,2,b,Different,Different,True,1290.0
3491,33,PV,155,155,filler,,,F,492,2_28,2,1,True,False,False,3637.0
3492,33,PV,103,103,filler,,,au,495,2_29,2,3,False,False,True,5615.0
3493,33,WM,103,103,filler,3,,au,497,2_29,2,b,Different,Different,True,1961.0
3494,33,PV,66,66,critical,,,au,500,2_30,2,1,True,True,True,1395.0
3495,33,WM,66,66,critical,3,,au,502,2_30,2,c,Same,Same,True,2190.0
3496,33,PV,22,22,critical,,,vi,503,2_31,2,1,True,True,True,1369.0
3497,33,PV,145,145,filler,,,F,504,2_32,2,3,False,False,True,3735.0
3498,33,PV,178,178,filler,,,F,505,2_33,2,1,True,True,True,3125.0
3499,33,PV,14,14,critical,,,vi,508,2_34,2,1,True,True,True,1138.0
3500,33,WM,14,14,critical,1,,au,510,2_34,2,c,Same,Same,True,610.0
3501,33,PV,171,171,filler,,,F,513,2_35,2,1,True,True,True,1044.0
3502,33,WM,171,171,filler,3,,au,515,2_35,2,b,Different,Different,True,614.0
3503,33,PV,2,2,critical,,,vi,516,2_36,2,1,True,True,True,3610.0
3504,33,PV,17,17,critical,,,vi,519,2_37,2,1,True,True,True,2716.0
3505,33,WM,17,17,critical,1,,au,521,2_37,2,c,Same,Same,True,681.0
3506,33,PV,51,51,critical,,,au,524,2_38,2,1,True,True,True,2158.0
3507,33,WM,51,51,critical,1,,au,526,2_38,2,c,Same,Same,True,637.0
3508,33,PV,32,32,critical,,,vi,529,2_39,2,1,True,True,True,1603.0
3509,33,WM,32,32,critical,1,,vi,531,2_39,2,c,Same,Same,True,451.0
3510,33,PV,111,111,filler,,,vi,532,2_40,2,1,True,False,False,2979.0
3511,33,PV,54,54,critical,,,au,535,2_41,2,1,True,True,True,1175.0
3512,33,WM,54,54,critical,1,,au,537,2_41,2,c,Same,Same,True,447.0
3513,33,PV,63,63,critical,,,au,540,2_42,2,1,True,True,True,2486.0
3514,33,WM,63,63,critical,3,,au,542,2_42,2,c,Same,Same,True,1799.0
3515,33,PV,112,112,filler,,,vi,543,2_43,2,3,False,False,True,1574.0
3516,33,PV,152,152,filler,,,F,548,2_44,2,3,False,False,True,2155.0
3517,33,WM,152,152,filler,3,,vi,552,2_44,2,c,Same,Same,True,710.0
3518,33,PV,25,25,critical,,,vi,555,2_45,2,1,True,True,True,2729.0
3519,33,WM,25,25,critical,3,,au,557,2_45,2,c,Same,Same,True,1012.0
3520,33,PV,161,161,filler,,,F,560,2_46,2,3,False,False,True,1926.0
3521,33,WM,161,161,filler,1,,au,562,2_46,2,c,Same,Same,True,550.0
3522,33,PV,56,56,critical,,,au,563,2_47,2,3,False,True,False,2008.0
3523,33,PV,169,169,filler,,,F,564,2_48,2,1,True,True,True,1356.0
3524,33,PV,128,128,filler,,,au,565,2_49,2,3,False,False,True,1972.0
3525,33,PV,39,39,critical,,,au,566,2_50,2,1,True,True,True,1634.0
3526,33,PV,89,89,filler,,,vi,571,2_51,2,3,False,False,True,1447.0
3527,33,WM,89,89,filler,3,,vi,575,2_51,2,b,Different,Different,True,575.0
3528,33,PV,26,26,critical,,,vi,578,2_52,2,1,True,True,True,1072.0
3529,33,WM,26,26,critical,3,,au,580,2_52,2,c,Same,Same,True,494.0
3530,33,PV,168,168,filler,,,F,583,2_53,2,1,True,True,True,1605.0
3531,33,WM,168,168,filler,1,,au,585,2_53,2,b,Different,Different,True,1947.0
3532,33,PV,43,43,critical,,,au,590,2_54,2,1,True,True,True,1301.0
3533,33,WM,43,43,critical,3,,vi,594,2_54,2,c,Same,Same,True,514.0
3534,33,PV,72,72,critical,,,au,597,2_55,2,1,True,True,True,2740.0
3535,33,WM,72,72,critical,1,,vi,599,2_55,2,c,Same,Same,True,591.0
3536,33,PV,86,86,filler,,,vi,604,2_56,2,3,False,False,True,2422.0
3537,33,WM,86,86,filler,3,,vi,608,2_56,2,b,Different,Different,True,58.0
3538,33,PV,134,134,filler,,,au,611,2_57,2,3,False,False,True,1841.0
3539,33,WM,134,134,filler,1,,vi,613,2_57,2,b,Different,Different,True,935.0
3540,33,PV,46,46,critical,,,au,618,2_58,2,1,True,True,True,2577.0
3541,33,WM,46,46,critical,3,,vi,622,2_58,2,c,Same,Same,True,1722.0
3542,33,PV,138,138,filler,,,au,625,2_59,2,3,False,False,True,4013.0
3543,33,WM,138,138,filler,1,,vi,627,2_59,2,b,Different,Different,True,2973.0
3544,33,PV,127,127,filler,,,au,628,2_60,2,3,False,False,True,1473.0
3545,33,PV,132,132,filler,,,au,629,2_61,2,3,False,False,True,3018.0
3546,33,PV,92,92,filler,,,au,632,3_0,3,3,False,False,True,5476.0
3547,33,PV,108,108,filler,,,au,635,3_1,3,3,False,False,True,16542.0
3548,33,WM,108,108,filler,3,,au,637,3_1,3,b,Different,Different,True,2243.0
3549,33,PV,101,101,filler,,,au,640,3_2,3,3,False,False,True,1902.0
3550,33,WM,101,101,filler,1,,au,642,3_2,3,b,Different,Different,True,1801.0
3551,33,PV,38,38,critical,,,au,643,3_3,3,1,True,True,True,1538.0
3552,33,PV,164,164,filler,,,F,646,3_4,3,3,False,False,True,2496.0
3553,33,WM,164,164,filler,3,,au,648,3_4,3,c,Same,Same,True,446.0
3554,33,PV,150,150,filler,,,F,651,3_5,3,3,False,False,True,1877.0
3555,33,WM,150,150,filler,1,,vi,653,3_5,3,c,Same,Same,True,1004.0
3556,33,PV,175,175,filler,,,F,656,3_6,3,1,True,True,True,2819.0
3557,33,WM,175,175,filler,3,,au,658,3_6,3,b,Different,Different,True,527.0
3558,33,PV,20,20,critical,,,vi,659,3_7,3,1,True,True,True,1516.0
3559,33,PV,74,74,filler,,,vi,660,3_8,3,1,True,False,False,2726.0
3560,33,PV,36,36,critical,,,vi,663,3_9,3,1,True,True,True,1622.0
3561,33,WM,36,36,critical,1,,vi,665,3_9,3,c,Same,Same,True,622.0
3562,33,PV,27,27,critical,,,vi,668,3_10,3,1,True,True,True,1528.0
3563,33,WM,27,27,critical,3,,au,670,3_10,3,b,Different,Same,False,1421.0
3564,33,PV,34,34,critical,,,vi,673,3_11,3,1,True,True,True,1119.0
3565,33,WM,34,34,critical,1,,vi,675,3_11,3,c,Same,Same,True,562.0
3566,33,PV,114,114,filler,,,vi,676,3_12,3,3,False,False,True,2029.0
3567,33,PV,80,80,filler,,,vi,679,3_13,3,3,False,False,True,6511.0
3568,33,WM,80,80,filler,1,,vi,681,3_13,3,b,Different,Different,True,785.0
3569,33,PV,71,71,critical,,,au,684,3_14,3,1,True,True,True,2501.0
3570,33,WM,71,71,critical,1,,vi,686,3_14,3,c,Same,Same,True,527.0
3571,33,PV,53,53,critical,,,au,689,3_15,3,1,True,True,True,2774.0
3572,33,WM,53,53,critical,1,,au,691,3_15,3,c,Same,Same,True,583.0
3573,33,PV,67,67,critical,,,au,694,3_16,3,1,True,True,True,2050.0
3574,33,WM,67,67,critical,1,,vi,696,3_16,3,b,Different,Same,False,4021.0
3575,33,PV,9,9,critical,,,vi,701,3_17,3,1,True,True,True,1261.0
3576,33,WM,9,9,critical,3,,vi,705,3_17,3,c,Same,Same,True,408.0
3577,33,PV,45,45,critical,,,au,710,3_18,3,1,True,True,True,2391.0
3578,33,WM,45,45,critical,3,,vi,714,3_18,3,c,Same,Same,True,698.0
3579,33,PV,62,62,critical,,,au,717,3_19,3,1,True,True,True,1430.0
3580,33,WM,62,62,critical,3,,au,719,3_19,3,c,Same,Same,True,1175.0
3581,33,PV,64,64,critical,,,au,722,3_20,3,1,True,True,True,1393.0
3582,33,WM,64,64,critical,3,,au,724,3_20,3,c,Same,Same,True,619.0
3583,33,PV,84,84,filler,,,vi,727,3_21,3,3,False,False,True,2088.0
3584,33,WM,84,84,filler,1,,vi,729,3_21,3,b,Different,Different,True,566.0
3585,33,PV,179,179,filler,,,F,732,3_22,3,1,True,True,True,1117.0
3586,33,WM,179,179,filler,1,,vi,734,3_22,3,b,Different,Different,True,369.0
3587,33,PV,42,42,critical,,,au,735,3_23,3,1,True,True,True,1093.0
3588,33,PV,77,77,filler,,,vi,736,3_24,3,3,False,False,True,2431.0
3589,33,PV,133,133,filler,,,au,739,3_25,3,1,True,False,False,1438.0
3590,33,WM,133,133,filler,1,,vi,741,3_25,3,b,Different,Different,True,580.0
3591,33,PV,122,122,filler,,,vi,744,3_26,3,3,False,False,True,1727.0
3592,33,WM,122,122,filler,3,,au,746,3_26,3,b,Different,Different,True,429.0
3593,33,PV,125,125,filler,,,vi,749,3_27,3,3,False,False,True,3178.0
3594,33,WM,125,125,filler,3,,au,751,3_27,3,b,Different,Different,True,455.0
3595,33,PV,174,174,filler,,,F,754,3_28,3,1,True,True,True,956.0
3596,33,WM,174,174,filler,3,,au,756,3_28,3,b,Different,Different,True,539.0
3597,33,PV,13,13,critical,,,vi,759,3_29,3,1,True,True,True,1669.0
3598,33,WM,13,13,critical,1,,au,761,3_29,3,c,Same,Same,True,735.0
3599,33,PV,123,123,filler,,,vi,764,3_30,3,1,True,False,False,1971.0
3600,33,WM,123,123,filler,3,,au,766,3_30,3,b,Different,Different,True,470.0
3601,33,PV,120,120,filler,,,vi,769,3_31,3,1,True,False,False,2134.0
3602,33,WM,120,120,filler,1,,au,771,3_31,3,b,Different,Different,True,579.0
3603,33,PV,18,18,critical,,,vi,774,3_32,3,3,False,True,False,2068.0
3604,33,WM,18,18,critical,1,,au,776,3_32,3,c,Same,Same,True,1105.0
3605,33,PV,47,47,critical,,,au,781,3_33,3,3,False,True,False,2232.0
3606,33,WM,47,47,critical,3,,vi,785,3_33,3,c,Same,Same,True,419.0
3607,33,PV,157,157,filler,,,F,786,3_34,3,3,False,False,True,1559.0
3608,33,PV,49,49,critical,,,au,789,3_35,3,1,True,True,True,1884.0
3609,33,WM,49,49,critical,1,,au,791,3_35,3,c,Same,Same,True,894.0
3610,33,PV,165,165,filler,,,F,792,3_36,3,1,True,True,True,1455.0
3611,33,PV,109,109,filler,,,vi,793,3_37,3,3,False,False,True,1530.0
3612,33,PV,94,94,filler,,,au,794,3_38,3,3,False,False,True,2467.0
3613,33,PV,141,141,filler,,,au,799,3_39,3,1,True,False,False,2780.0
3614,33,WM,141,141,filler,3,,vi,803,3_39,3,b,Different,Different,True,847.0
3615,33,PV,130,130,filler,,,au,804,3_40,3,1,True,False,False,1484.0
3616,33,PV,156,156,filler,,,F,805,3_41,3,1,True,False,False,1518.0
3617,33,PV,154,154,filler,,,F,810,3_42,3,3,False,False,True,3215.0
3618,33,WM,154,154,filler,3,,vi,814,3_42,3,c,Same,Same,True,459.0
3619,33,PV,180,180,filler,,,F,817,3_43,3,1,True,True,True,1736.0
3620,33,WM,180,180,filler,1,,vi,819,3_43,3,b,Different,Different,True,330.0
3621,33,PV,28,28,critical,,,vi,822,3_44,3,1,True,True,True,2327.0
3622,33,WM,28,28,critical,3,,au,824,3_44,3,c,Same,Same,True,662.0
3623,33,PV,78,78,filler,,,vi,825,3_45,3,1,True,False,False,3074.0
3624,33,PV,85,85,filler,,,vi,830,3_46,3,3,False,False,True,1498.0
3625,33,WM,85,85,filler,3,,vi,834,3_46,3,b,Different,Different,True,430.0
3626,33,PV,142,142,filler,,,au,839,3_47,3,3,False,False,True,1819.0
3627,33,WM,142,142,filler,3,,vi,843,3_47,3,b,Different,Different,True,215.0
3628,33,PV,11,11,critical,,,vi,848,3_48,3,1,True,True,True,1646.0
3629,33,WM,11,11,critical,3,,vi,852,3_48,3,c,Same,Same,True,88.0
3630,33,PV,172,172,filler,,,F,855,3_49,3,3,False,True,False,7031.0
3631,33,WM,172,172,filler,1,,au,857,3_49,3,b,Different,Different,True,1725.0
3632,33,PV,160,160,filler,,,F,860,3_50,3,1,True,False,False,1755.0
3633,33,WM,160,160,filler,1,,au,862,3_50,3,c,Same,Same,True,1669.0
3634,33,PV,59,59,critical,,,au,863,3_51,3,1,True,True,True,1440.0
3635,33,PV,139,139,filler,,,au,868,3_52,3,3,False,False,True,2531.0
3636,33,WM,139,139,filler,3,,vi,872,3_52,3,b,Different,Different,True,539.0
3637,33,PV,100,100,filler,,,au,875,3_53,3,1,True,False,False,2723.0
3638,33,WM,100,100,filler,1,,au,877,3_53,3,b,Different,Different,True,1066.0
3639,33,PV,21,21,critical,,,vi,878,3_54,3,1,True,True,True,1390.0
3640,33,PV,146,146,filler,,,F,879,3_55,3,1,True,False,False,2134.0
3641,33,PV,183,183,filler,,,F,884,3_56,3,1,True,True,True,1302.0
3642,33,WM,183,183,filler,3,,vi,888,3_56,3,b,Different,Different,True,397.0
3643,33,PV,6,6,critical,,,vi,889,3_57,3,1,True,True,True,1711.0
3644,33,PV,60,60,critical,,,au,890,3_58,3,1,True,True,True,1055.0
3645,33,PV,73,73,filler,,,vi,891,3_59,3,3,False,False,True,1662.0
3646,33,PV,116,116,filler,,,vi,894,3_60,3,3,False,False,True,5047.0
3647,33,WM,116,116,filler,1,,au,896,3_60,3,b,Different,Different,True,1445.0
3648,33,PV,4,4,critical,,,vi,897,3_61,3,1,True,True,True,1130.0
3649,31,PV,pv_practice_4,pv_practice_4,practice,,,o,8,pv_practice_1_4,pv_practice_1,1,True,True,True,2706.0
3650,31,PV,pv_practice_2,pv_practice_2,practice,,,vi,10,pv_practice_1_2,pv_practice_1,1,True,False,False,13541.0
3651,31,PV,pv_practice_1,pv_practice_1,practice,,,au,12,pv_practice_1_1,pv_practice_1,1,True,True,True,1637.0
3652,31,PV,pv_practice_3,pv_practice_3,practice,,,o,14,pv_practice_1_3,pv_practice_1,3,False,False,True,2463.0
3653,31,WM,aud_practice_1,aud_practice_1,practice,1,,au,22,aud_practice_1_1,aud_practice_1,c,Same,Same,True,1114.0
3654,31,WM,aud_practice_4,aud_practice_4,practice,1,,au,28,aud_practice_1_4,aud_practice_1,b,Different,Different,True,974.0
3655,31,WM,aud_practice_3,aud_practice_3,practice,3,,au,34,aud_practice_1_3,aud_practice_1,c,Same,Same,True,1059.0
3656,31,WM,aud_practice_2,aud_practice_2,practice,3,,au,40,aud_practice_1_2,aud_practice_1,b,Different,Different,True,600.0
3657,31,WM,vis_practice_1,vis_practice_1,practice,1,,vi,48,vis_practice_1_1,vis_practice_1,c,Same,Same,True,626.0
3658,31,WM,vis_practice_2,vis_practice_2,practice,3,,vi,58,vis_practice_1_2,vis_practice_1,c,Same,Different,False,2701.0
3659,31,WM,vis_practice_4,vis_practice_4,practice,1,,vi,64,vis_practice_1_4,vis_practice_1,b,Different,Different,True,570.0
3660,31,WM,vis_practice_3,vis_practice_3,practice,3,,vi,74,vis_practice_1_3,vis_practice_1,c,Same,Same,True,491.0
3661,31,PV,p_1,p_1,practice,,,au,80,1_0,1,3,False,False,True,4295.0
3662,31,WM,p_1,p_1,practice,1,,au,82,1_0,1,c,Same,Same,True,3751.0
3663,31,PV,p_2,p_2,practice,,,o,85,1_1,1,1,True,True,True,1602.0
3664,31,WM,p_2,p_2,practice,3,,au,87,1_1,1,b,Different,Different,True,1568.0
3665,31,PV,p_3,p_3,practice,,,o,90,1_2,1,1,True,True,True,2438.0
3666,31,WM,p_3,p_3,practice,1,,vi,92,1_2,1,b,Different,Different,True,3190.0
3667,31,PV,p_4,p_4,practice,,,vi,97,1_3,1,3,False,False,True,2030.0
3668,31,WM,p_4,p_4,practice,3,,vi,101,1_3,1,b,Different,Same,False,2267.0
3669,31,PV,27,27,critical,,,vi,106,1_0,1,1,True,True,True,2276.0
3670,31,WM,27,27,critical,3,,vi,110,1_0,1,c,Same,Same,True,1148.0
3671,31,PV,53,53,critical,,,au,113,1_1,1,1,True,True,True,2245.0
3672,31,WM,53,53,critical,1,,vi,115,1_1,1,c,Same,Same,True,1105.0
3673,31,PV,119,119,filler,,,vi,118,1_2,1,3,False,False,True,2909.0
3674,31,WM,119,119,filler,1,,au,120,1_2,1,b,Different,Different,True,1591.0
3675,31,PV,78,78,filler,,,vi,121,1_3,1,1,True,False,False,3672.0
3676,31,PV,40,40,critical,,,au,122,1_4,1,3,False,True,False,3236.0
3677,31,PV,155,155,filler,,,F,123,1_5,1,3,False,False,True,4500.0
3678,31,PV,56,56,critical,,,au,124,1_6,1,3,False,True,False,2115.0
3679,31,PV,68,68,critical,,,au,127,1_7,1,1,True,True,True,2363.0
3680,31,WM,68,68,critical,1,,au,129,1_7,1,c,Same,Same,True,1097.0
3681,31,PV,134,134,filler,,,au,132,1_8,1,3,False,False,True,3896.0
3682,31,WM,134,134,filler,1,,vi,134,1_8,1,b,Different,Different,True,3228.0
3683,31,PV,12,12,critical,,,vi,137,1_9,1,1,True,True,True,1738.0
3684,31,WM,12,12,critical,3,,au,139,1_9,1,c,Same,Same,True,1180.0
3685,31,PV,3,3,critical,,,vi,140,1_10,1,1,True,True,True,2300.0
3686,31,PV,122,122,filler,,,vi,143,1_11,1,3,False,False,True,1543.0
3687,31,WM,122,122,filler,3,,au,145,1_11,1,b,Different,Different,True,607.0
3688,31,PV,54,54,critical,,,au,148,1_12,1,1,True,True,True,2102.0
3689,31,WM,54,54,critical,1,,vi,150,1_12,1,c,Same,Same,True,958.0
3690,31,PV,35,35,critical,,,vi,153,1_13,1,1,True,True,True,6543.0
3691,31,WM,35,35,critical,1,,au,155,1_13,1,c,Same,Same,True,1215.0
3692,31,PV,25,25,critical,,,vi,160,1_14,1,1,True,True,True,2256.0
3693,31,WM,25,25,critical,3,,vi,164,1_14,1,c,Same,Same,True,949.0
3694,31,PV,62,62,critical,,,au,169,1_15,1,1,True,True,True,4127.0
3695,31,WM,62,62,critical,3,,vi,173,1_15,1,c,Same,Same,True,946.0
3696,31,PV,70,70,critical,,,au,176,1_16,1,3,False,True,False,1982.0
3697,31,WM,70,70,critical,1,,au,178,1_16,1,c,Same,Same,True,995.0
3698,31,PV,181,181,filler,,,F,181,1_17,1,1,True,True,True,3691.0
3699,31,WM,181,181,filler,1,,vi,183,1_17,1,b,Different,Different,True,2279.0
3700,31,PV,106,106,filler,,,au,186,1_18,1,3,False,False,True,1764.0
3701,31,WM,106,106,filler,3,,au,188,1_18,1,b,Different,Different,True,785.0
3702,31,PV,77,77,filler,,,vi,189,1_19,1,3,False,False,True,2204.0
3703,31,PV,93,93,filler,,,au,190,1_20,1,3,False,False,True,2010.0
3704,31,PV,76,76,filler,,,vi,191,1_21,1,3,False,False,True,1562.0
3705,31,PV,99,99,filler,,,au,194,1_22,1,3,False,False,True,2315.0
3706,31,WM,99,99,filler,1,,au,196,1_22,1,b,Different,Different,True,1522.0
3707,31,PV,100,100,filler,,,au,199,1_23,1,3,False,False,True,2925.0
3708,31,WM,100,100,filler,1,,au,201,1_23,1,b,Different,Different,True,1676.0
3709,31,PV,159,159,filler,,,F,204,1_24,1,3,False,False,True,1782.0
3710,31,WM,159,159,filler,1,,au,206,1_24,1,c,Same,Same,True,963.0
